Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Date,Clicks,Impressions,Engagement_Score,Customer_Segment,Month,Month_Name
1648,TechCorp,Display,Men 18-24,15 days,Facebook,"0,05","$17.592,00","6,69",Chicago,2021-07-07,285,2756,8,Outdoor Adventurers,7,July
1649,Innovate Industries,Display,Men 25-34,30 days,YouTube,"0,04","$19.072,00","4,71",New York,2021-07-08,768,7851,5,Health & Wellness,7,July
1650,DataTech Solutions,Email,Men 18-24,15 days,Website,"0,11","$13.879,00","3,85",Houston,2021-07-09,300,2842,7,Fashionistas,7,July
1651,NexGen Systems,Influencer,Men 25-34,60 days,Google Ads,"0,11","$18.916,00","2,63",Los Angeles,2021-07-10,707,8221,6,Tech Enthusiasts,7,July
1652,TechCorp,Email,All Ages,60 days,Email,"0,04","$8.886,00","7,8",Chicago,2021-07-11,440,5426,6,Health & Wellness,7,July
1653,Innovate Industries,Search,Men 18-24,15 days,Facebook,"0,11","$15.236,00","7,78",Chicago,2021-07-12,259,3048,9,Fashionistas,7,July
1654,TechCorp,Display,All Ages,30 days,Facebook,"0,04","$12.936,00","5,73",New York,2021-07-13,944,6171,5,Outdoor Adventurers,7,July
1655,TechCorp,Search,Men 25-34,60 days,Email,"0,09","$18.473,00","5,41",New York,2021-07-14,775,9785,1,Foodies,7,July
1656,TechCorp,Search,Men 25-34,15 days,Website,"0,1","$19.608,00","2,23",Chicago,2021-07-15,671,9464,8,Foodies,7,July
1657,NexGen Systems,Influencer,All Ages,45 days,Instagram,"0,14","$14.711,00","5,72",Chicago,2021-07-16,723,2078,10,Health & Wellness,7,July
1658,TechCorp,Social Media,Women 35-44,15 days,Google Ads,"0,15","$11.263,00","2,67",Miami,2021-07-17,897,3564,2,Tech Enthusiasts,7,July
1659,NexGen Systems,Email,Men 18-24,60 days,YouTube,"0,13","$16.847,00","2,66",New York,2021-07-18,763,7670,6,Fashionistas,7,July
1660,Innovate Industries,Email,Women 25-34,30 days,Email,"0,15","$6.109,00","4,97",Miami,2021-07-19,544,2792,10,Health & Wellness,7,July
1661,NexGen Systems,Search,Men 25-34,45 days,Email,"0,12","$17.751,00","2,19",Los Angeles,2021-07-20,682,8870,6,Outdoor Adventurers,7,July
1662,DataTech Solutions,Search,All Ages,45 days,Google Ads,"0,05","$12.475,00","4,27",Houston,2021-07-21,863,9369,3,Fashionistas,7,July
1663,DataTech Solutions,Influencer,Women 25-34,30 days,YouTube,"0,13","$11.685,00","2,55",Chicago,2021-07-22,925,6264,7,Health & Wellness,7,July
1664,NexGen Systems,Influencer,Men 18-24,45 days,Email,"0,15","$5.840,00","7,96",Miami,2021-07-23,744,4819,1,Fashionistas,7,July
1665,Innovate Industries,Search,Men 18-24,30 days,Email,"0,05","$7.488,00","2,49",Miami,2021-07-24,321,3767,8,Outdoor Adventurers,7,July
1666,TechCorp,Email,Women 25-34,60 days,Website,"0,06","$10.400,00","6,49",Miami,2021-07-25,429,6983,5,Outdoor Adventurers,7,July
1667,NexGen Systems,Influencer,Women 35-44,60 days,Google Ads,"0,13","$16.640,00","5,01",New York,2021-07-26,950,5799,1,Health & Wellness,7,July
1668,TechCorp,Display,Men 25-34,15 days,Facebook,"0,11","$12.073,00","3,39",Chicago,2021-07-27,971,9766,7,Tech Enthusiasts,7,July
1669,NexGen Systems,Influencer,Men 18-24,60 days,Google Ads,"0,11","$9.343,00","3,26",Houston,2021-07-28,646,4912,3,Fashionistas,7,July
1670,Innovate Industries,Display,Women 35-44,60 days,Email,"0,04","$16.527,00","3,84",Houston,2021-07-29,687,2440,7,Foodies,7,July
1671,NexGen Systems,Influencer,Women 25-34,45 days,Facebook,"0,15","$14.801,00","2,75",Chicago,2021-07-30,619,9773,6,Fashionistas,7,July
1672,DataTech Solutions,Social Media,Women 25-34,30 days,Google Ads,"0,05","$16.906,00","4,5",Houston,2021-07-31,210,8711,10,Health & Wellness,7,July
2007,Alpha Innovations,Search,Women 35-44,60 days,Google Ads,"0,08","$17.265,00","5,11",Miami,2021-07-01,522,2388,1,Health & Wellness,7,July
2008,Alpha Innovations,Email,Men 25-34,15 days,Email,"0,03","$17.293,00","4,77",Los Angeles,2021-07-02,373,7151,10,Tech Enthusiasts,7,July
2009,Innovate Industries,Search,Men 18-24,60 days,Email,"0,11","$19.824,00","6,57",Miami,2021-07-03,664,3343,5,Tech Enthusiasts,7,July
2010,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,"0,11","$5.627,00","5,88",New York,2021-07-04,591,2805,1,Foodies,7,July
2011,NexGen Systems,Influencer,Women 35-44,30 days,YouTube,"0,01","$14.290,00","5,8",Houston,2021-07-05,433,9524,6,Tech Enthusiasts,7,July
2012,DataTech Solutions,Search,Men 25-34,60 days,Instagram,"0,03","$12.900,00","7,21",Houston,2021-07-06,567,3054,1,Fashionistas,7,July
2013,TechCorp,Display,Women 25-34,30 days,YouTube,"0,1","$18.651,00","5,34",Los Angeles,2021-07-07,960,5699,10,Tech Enthusiasts,7,July
2014,NexGen Systems,Search,Women 25-34,60 days,Email,"0,03","$9.427,00","3,89",New York,2021-07-08,393,4582,1,Foodies,7,July
2015,NexGen Systems,Display,Women 35-44,15 days,Instagram,"0,12","$16.476,00","2,45",Los Angeles,2021-07-09,629,5619,5,Outdoor Adventurers,7,July
2016,TechCorp,Email,All Ages,15 days,Instagram,"0,1","$8.318,00","2,75",New York,2021-07-10,188,9719,10,Fashionistas,7,July
2017,Alpha Innovations,Social Media,Men 18-24,15 days,Email,"0,12","$9.884,00","3,63",Miami,2021-07-11,666,5225,3,Foodies,7,July
2018,DataTech Solutions,Social Media,All Ages,60 days,Website,"0,11","$8.581,00","3,16",Chicago,2021-07-12,778,3144,8,Health & Wellness,7,July
2019,TechCorp,Search,All Ages,30 days,Instagram,"0,06","$17.673,00","6,49",New York,2021-07-13,101,4017,5,Outdoor Adventurers,7,July
2020,DataTech Solutions,Display,All Ages,30 days,Email,"0,02","$8.484,00","5,23",Miami,2021-07-14,834,3736,5,Outdoor Adventurers,7,July
2021,NexGen Systems,Social Media,Men 25-34,15 days,Google Ads,"0,13","$10.397,00","4,57",Los Angeles,2021-07-15,761,5660,8,Outdoor Adventurers,7,July
2022,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,"0,06","$14.629,00","4,66",Los Angeles,2021-07-16,913,7405,7,Health & Wellness,7,July
2023,DataTech Solutions,Social Media,Men 18-24,30 days,Email,"0,07","$18.769,00","4,89",Chicago,2021-07-17,791,2882,5,Outdoor Adventurers,7,July
2024,NexGen Systems,Influencer,Men 18-24,15 days,Google Ads,"0,03","$5.162,00","6,56",Houston,2021-07-18,649,2517,6,Health & Wellness,7,July
2025,Innovate Industries,Influencer,Men 18-24,15 days,YouTube,"0,12","$18.000,00","5,44",Chicago,2021-07-19,241,4717,8,Tech Enthusiasts,7,July
2026,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,"0,09","$11.930,00","7,48",New York,2021-07-20,857,6242,10,Outdoor Adventurers,7,July
2027,DataTech Solutions,Social Media,All Ages,45 days,YouTube,"0,03","$6.511,00","6,54",Los Angeles,2021-07-21,398,4014,6,Outdoor Adventurers,7,July
2028,Alpha Innovations,Search,Women 25-34,45 days,Website,"0,01","$12.425,00","4,56",New York,2021-07-22,102,3183,8,Foodies,7,July
2029,Innovate Industries,Social Media,Men 25-34,30 days,YouTube,"0,13","$15.257,00","7,05",Los Angeles,2021-07-23,208,4255,4,Foodies,7,July
2030,Alpha Innovations,Influencer,Men 25-34,30 days,Google Ads,"0,1","$7.593,00","5,37",Chicago,2021-07-24,931,5759,5,Foodies,7,July
2031,Innovate Industries,Display,Women 25-34,45 days,Email,"0,03","$12.608,00","2,26",Miami,2021-07-25,665,2646,5,Fashionistas,7,July
